population,fit,lwr,upr
227e3,2.4212644838867767,0.3550758298930736,4.48745313788048
228e3,2.428952474689247,0.3627625159139152,4.495142433464578
229e3,2.4366404654917164,0.37044919075394445,4.502831740229489
23e4,2.4443284562941865,0.378135854413185,4.510521058175188
231e3,2.452016447096656,0.3858225068916563,4.5182103873016555
232e3,2.459704437899126,0.393509148189382,4.52589972760887
233e3,2.4673924287015963,0.4011957783063833,4.533589079096809
234e3,2.4750804195040663,0.4088823972426816,4.541278441765451
235e3,2.4827684103065364,0.4165690049983004,4.548967815614772
236e3,2.4904564011090065,0.4242556015732606,4.556657200644752
237e3,2.4981443919114765,0.43194218696758613,4.564346596855367
238e3,2.505832382713946,0.4396287611812988,4.572036004246593
239e3,2.513520373516416,0.44731532421442255,4.579725422818409
24e4,2.521208364318886,0.45500187606698006,4.587414852570792
241e3,2.528896355121356,0.46268841673899486,4.5951042935037165
242e3,2.536584345923826,0.4703749462304909,4.602793745617161
243e3,2.544272336726296,0.4780614645414909,4.610483208911101
244e3,2.551960327528766,0.4857479716720192,4.618172683385513
245e3,2.559648318331236,0.49343446762210075,4.625862169040372
246e3,2.567336309133706,0.5011209523917577,4.633551665875654
247e3,2.575024299936176,0.5088074259810171,4.641241173891334
248e3,2.5827122907386455,0.5164938883899008,4.64893069308739
249e3,2.5904002815411156,0.5241803396184368,4.656620223463794
25e4,2.5980882723435856,0.5318667796666476,4.664309765020524
251e3,2.6057762631460557,0.5395532085345591,4.671999317757552
252e3,2.6134642539485258,0.5472396262221975,4.6796888816748545
253e3,2.621152244750996,0.5549260327295871,4.687378456772405
254e3,2.6288402355534655,0.5626124280567537,4.695068043050178
255e3,2.6365282263559355,0.570298812203724,4.702757640508147
256e3,2.6442162171584056,0.5779851851705238,4.710447249146288
257e3,2.6519042079608752,0.5856715469571792,4.718136868964571
258e3,2.6595921987633453,0.5933578975637159,4.725826499962975
259e3,2.6672801895658154,0.6010442369901625,4.733516142141468
26e4,2.6749681803682854,0.6087305652365438,4.7412057955000275
261e3,2.6826561711707555,0.6164168823028886,4.748895460038622
262e3,2.690344161973225,0.6241031881892218,4.756585135757229
263e3,2.698032152775695,0.6317894828955728,4.764274822655818
264e3,2.7057201435781653,0.6394757664219677,4.771964520734363
265e3,2.7134081343806353,0.6471620387684358,4.779654229992834
266e3,2.721096125183105,0.6548482999350034,4.7873439504312065
267e3,2.728784115985575,0.6625345499216997,4.79503368204945
268e3,2.736472106788045,0.6702207887285518,4.802723424847539
269e3,2.744160097590515,0.6779070163555896,4.81041317882544
27e4,2.751848088392985,0.6855932328028405,4.8181029439831295
271e3,2.759536079195455,0.6932794380703338,4.825792720320576
272e3,2.767224069997925,0.7009656321580988,4.833482507837751
273e3,2.774912060800395,0.708651815066164,4.8411723065346255
274e3,2.7826000516028646,0.7163379867945583,4.848862116411171
275e3,2.7902880424053347,0.7240241473433131,4.856551937467357
276e3,2.7979760332078047,0.7317102967124565,4.864241769703153
277e3,2.805664024010275,0.7393964349020195,4.87193161311853
278e3,2.813352014812745,0.7470825619120309,4.879621467713459
279e3,2.8210400056152145,0.7547686777425211,4.887311333487908
28e4,2.8287279964176846,0.7624547823935219,4.895001210441848
281e3,2.8364159872201546,0.7701408758650627,4.9026910985752465
282e3,2.8441039780226247,0.7778269581571751,4.910380997888074
283e3,2.8517919688250943,0.7855130292698886,4.9180709083803
284e3,2.8594799596275644,0.7931990892032359,4.9257608300518925
285e3,2.8671679504300345,0.8008851379572484,4.933450762902821
286e3,2.8748559412325045,0.8085711755319562,4.941140706933053
287e3,2.882543932034974,0.8162572019273924,4.948830662142556
288e3,2.8902319228374442,0.8239432171435879,4.956520628531301
289e3,2.8979199136399143,0.8316292211805756,4.964210606099253
29e4,2.9056079044423844,0.8393152140383875,4.971900594846382
291e3,2.913295895244854,0.8470011957170547,4.979590594772653
292e3,2.920983886047324,0.8546871662166118,4.987280605878036
293e3,2.928671876849794,0.8623731255370912,4.994970628162497
294e3,2.936359867652264,0.870059073678525,5.002660661626003
295e3,2.944047858454734,0.8777450106409463,5.010350706268522
296e3,2.951735849257204,0.8854309364243895,5.018040762090019
297e3,2.959423840059674,0.8931168510288878,5.02573082909046
298e3,2.967111830862144,0.9008027544544741,5.033420907269814
299e3,2.9747998216646137,0.9084886467011826,5.041110996628045
3e5,2.9824878124670837,0.9161745277690483,5.04880109716512
301e3,2.990175803269554,0.9238603976581041,5.0564912088810035
302e3,2.997863794072024,0.9315462563683856,5.0641813317756625
303e3,3.005551784874494,0.939232103899927,5.0718714658490605
304e3,3.0132397756769635,0.9469179402527619,5.079561611101165
305e3,3.0209277664794336,0.9546037654269268,5.08725176753194
306e3,3.0286157572819037,0.9622895794224564,5.094941935141351
307e3,3.0363037480843738,0.9699753822393862,5.102632113929362
308e3,3.0439917388868434,0.9776611738777512,5.110322303895936
309e3,3.0516797296893134,0.985346954337587,5.11801250504104
31e4,3.0593677204917835,0.9930327236189309,5.125702717364636
311e3,3.0670557112942536,1.0007184817218175,5.13339294086669
312e3,3.074743702096723,1.0084042286462824,5.141083175547164
313e3,3.0824316928991933,1.0160899643923638,5.148773421406023
314e3,3.0901196837016633,1.023775688960098,5.156463678443229
315e3,3.0978076745041334,1.031461402349521,5.164153946658746
316e3,3.105495665306603,1.0391471045606697,5.171844226052537
317e3,3.113183656109073,1.0468327955935823,5.179534516624564
318e3,3.120871646911543,1.0545184754482948,5.1872248183747915
319e3,3.1285596377140132,1.0622041441248462,5.19491513130318
32e4,3.136247628516483,1.0698898016232725,5.202605455409693
321e3,3.143935619318953,1.0775754479436128,5.210295790694293
322e3,3.151623610121423,1.0852610830859049,5.217986137156942
323e3,3.159311600923893,1.0929467070501864,5.2256764947976
324e3,3.166999591726363,1.1006323198364965,5.233366863616229
325e3,3.1746875825288328,1.1083179214448733,5.241057243612792
326e3,3.182375573331303,1.116003511875356,5.24874763478725
327e3,3.190063564133773,1.1236890911279835,5.256438037139562
328e3,3.197751554936243,1.1313746592027942,5.264128450669691
329e3,3.2054395457387126,1.139060216099828,5.271818875377598
33e4,3.2131275365411827,1.1467457618191248,5.27950931126324
331e3,3.2208155273436527,1.1544312963607237,5.287199758326581
332e3,3.228503518146123,1.1621168197246652,5.29489021656758
333e3,3.2361915089485924,1.1698023319109878,5.302580685986197
334e3,3.2438794997510625,1.1774878329197334,5.310271166582392
335e3,3.2515674905535326,1.1851733227509418,5.317961658356124
336e3,3.2592554813560026,1.192858801404653,5.325652161307352
337e3,3.2669434721584723,1.2005442688809085,5.333342675436036
338e3,3.2746314629609423,1.2082297251797494,5.341033200742135
339e3,3.2823194537634124,1.2159151703012165,5.348723737225608
34e4,3.2900074445658825,1.2236006042453513,5.356414284886414
341e3,3.297695435368352,1.2312860270121941,5.36410484372451
342e3,3.305383426170822,1.238971438601788,5.371795413739856
343e3,3.313071416973292,1.2466568390141748,5.379485994932409
344e3,3.3207594077757623,1.2543422282493961,5.387176587302129
345e3,3.328447398578232,1.2620276063074942,5.39486719084897
346e3,3.336135389380702,1.2697129731885113,5.402557805572893
347e3,3.343823380183172,1.27739832889249,5.410248431473854
348e3,3.351511370985642,1.2850836734194737,5.41793906855181
349e3,3.359199361788112,1.2927690067695048,5.42562971680672
35e4,3.366887352590582,1.3004543289426258,5.433320376238537
351e3,3.374575343393052,1.3081396399388807,5.441011046847223
352e3,3.382263334195522,1.3158249397583135,5.448701728632731
353e3,3.389951324997992,1.3235102284009677,5.456392421595016
354e3,3.3976393158004616,1.3311955058668854,5.464083125734038
355e3,3.4053273066029317,1.338880772156113,5.4717738410497505
356e3,3.4130152974054018,1.3465660272686932,5.47946456754211
357e3,3.420703288207872,1.3542512712046717,5.487155305211072
358e3,3.4283912790103415,1.361936503964091,5.494846054056592
359e3,3.4360792698128115,1.369621725546998,5.502536814078625
36e4,3.4437672606152816,1.377306935953437,5.510227585277127
361e3,3.4514552514177517,1.384992135183452,5.517918367652051
362e3,3.4591432422202213,1.392677323237089,5.525609161203354
363e3,3.4668312330226914,1.4003625001143947,5.533299965930988
364e3,3.4745192238251614,1.4080476658154129,5.5409907818349105
365e3,3.4822072146276315,1.4157328203401902,5.548681608915073
366e3,3.489895205430101,1.423417963688773,5.556372447171429
367e3,3.497583196232571,1.4311030958612068,5.564063296603935
368e3,3.5052711870350413,1.4387882168575388,5.571754157212544
369e3,3.5129591778375113,1.4464733266778143,5.579445028997208
37e4,3.520647168639981,1.4541584253220816,5.58713591195788
371e3,3.528335159442451,1.4618435127903862,5.594826806094516
372e3,3.536023150244921,1.4695285890827763,5.6025177114070654
373e3,3.543711141047391,1.4772136541992986,5.610208627895483
374e3,3.5513991318498612,1.4848987081400007,5.617899555559722
375e3,3.559087122652331,1.49258375090493,5.625590494399732
376e3,3.566775113454801,1.500268782494135,5.633281444415466
377e3,3.574463104257271,1.5079538029076631,5.640972405606879
378e3,3.582151095059741,1.5156388121455624,5.64866337797392
379e3,3.5898390858622107,1.523323810207882,5.65635436151654
38e4,3.5975270766646807,1.5310087970946697,5.664045356234691
381e3,3.605215067467151,1.538693772805975,5.6717363621283265
382e3,3.612903058269621,1.546378737341846,5.679427379197396
383e3,3.6205910490720905,1.554063690702332,5.687118407441849
384e3,3.6282790398745606,1.5617486328874826,5.694809446861639
385e3,3.6359670306770306,1.5694335638973467,5.702500497456715
386e3,3.6436550214795007,1.577118483731975,5.7101915592270265
387e3,3.6513430122819703,1.5848033923914162,5.7178826321725245
388e3,3.6590310030844404,1.592488289875721,5.72557371629316
389e3,3.6667189938869105,1.6001731761849398,5.733264811588882
39e4,3.6744069846893805,1.6078580513191216,5.7409559180596395
391e3,3.68209497549185,1.615542915278318,5.748647035705382
392e3,3.6897829662943202,1.6232277680625797,5.756338164526061
393e3,3.6974709570967903,1.6309126096719577,5.764029304521623
394e3,3.7051589478992604,1.6385974401065027,5.771720455692018
395e3,3.7128469387017304,1.646282259366266,5.779411618037194
396e3,3.7205349295042,1.6539670674512994,5.787102791557101
397e3,3.72822292030667,1.6616518643616538,5.794793976251686
398e3,3.73591091110914,1.6693366500973825,5.802485172120898
399e3,3.7435989019116103,1.6770214246585358,5.810176379164685
4e5,3.75128689271408,1.6847061880451664,5.817867597382993
401e3,3.75897488351655,1.6923909402573272,5.825558826775772
402e3,3.76666287431902,1.7000756812950706,5.83325006734297
403e3,3.77435086512149,1.707760411158449,5.840941319084531
404e3,3.7820388559239597,1.7154451298475148,5.848632582000405
405e3,3.78972684672643,1.7231298373623223,5.856323856090537
406e3,3.7974148375289,1.7308145337029237,5.8640151413548764
407e3,3.80510282833137,1.7384992188693738,5.871706437793366
408e3,3.8127908191338395,1.746183892861724,5.879397745405955
409e3,3.8204788099363096,1.7538685556800302,5.887089064192589
41e4,3.8281668007387797,1.7615532073243454,5.894780394153214
411e3,3.8358547915412498,1.7692378477947237,5.902471735287776
412e3,3.8435427823437194,1.7769224770912198,5.910163087596219
413e3,3.8512307731461894,1.7846070952138877,5.917854451078491
414e3,3.8589187639486595,1.7922917021627836,5.9255458257345355
415e3,3.8666067547511296,1.7999762979379605,5.933237211564299
416e3,3.874294745553599,1.8076608825394742,5.940928608567724
417e3,3.8819827363560693,1.81534545596738,5.9486200167447585
418e3,3.8896707271585393,1.823030018221734,5.956311436095344
419e3,3.8973587179610094,1.8307145693025908,5.964002866619428
42e4,3.9050467087634795,1.8383991092100063,5.971694308316953
421e3,3.912734699565949,1.8460836379440373,5.979385761187861
422e3,3.920422690368419,1.8537681555047385,5.9870772252321
423e3,3.9281106811708892,1.861452661892168,5.99476870044961
424e3,3.9357986719733593,1.8691371571063806,6.002460186840338
425e3,3.943486662775829,1.8768216411474343,6.0101516844042235
426e3,3.951174653578299,1.8845061140153856,6.017843193141212
427e3,3.958862644380769,1.8921905757102913,6.025534713051247
428e3,3.966550635183239,1.8998750262322086,6.033226244134269
429e3,3.9742386259857088,1.907559465581195,6.040917786390223
43e4,3.981926616788179,1.9152438937573084,6.048609339819049
431e3,3.989614607590649,1.9229283107606063,6.0563009044206915
432e3,3.997302598393119,1.9306127165911473,6.063992480195091
433e3,4.004990589195589,1.9382971112489882,6.071684067142189
434e3,4.012678579998059,1.945981494734189,6.079375665261928
435e3,4.020366570800529,1.9536658670468068,6.087067274554251
436e3,4.028054561602999,1.9613502281869009,6.094758895019097
437e3,4.035742552405468,1.9690345781545293,6.102450526656407
438e3,4.043430543207938,1.9767189169497525,6.1101421694661235
439e3,4.051118534010408,1.9844032445726292,6.117833823448187
44e4,4.058806524812878,1.9920875610232183,6.125525488602538
441e3,4.066494515615348,1.9997718663015798,6.133217164929117
442e3,4.074182506417818,2.007456160407774,6.140908852427863
443e3,4.081870497220288,2.0151404433418594,6.148600551098717
444e3,4.0895584880227585,2.022824715103898,6.156292260941619
445e3,4.0972464788252285,2.0305089756939485,6.163983981956509
446e3,4.104934469627699,2.038193225112072,6.171675714143325
447e3,4.112622460430169,2.045877463358329,6.179367457502009
448e3,4.120310451232639,2.053561690432781,6.187059212032496
449e3,4.127998442035109,2.0612459063354884,6.19475097773473
45e4,4.135686432837578,2.0689301110665115,6.2024427546086445
451e3,4.143374423640048,2.076614304625913,6.210134542654183
452e3,4.151062414442518,2.0842984870137555,6.21782634187128
453e3,4.158750405244988,2.091982658230099,6.225518152259877
454e3,4.166438396047457,2.099666818275005,6.23320997381991
455e3,4.174126386849927,2.107350967148537,6.240901806551317
456e3,4.1818143776523975,2.1150351048507576,6.248593650454037
457e3,4.189502368454868,2.1227192313817285,6.256285505528007
458e3,4.197190359257338,2.1304033467415118,6.263977371773164
459e3,4.204878350059808,2.138087450930171,6.271669249189444
46e4,4.212566340862278,2.1457715439477694,6.279361137776786
461e3,4.220254331664748,2.1534556257943698,6.2870530375351255
462e3,4.227942322467218,2.161139696470036,6.2947449484644
463e3,4.235630313269688,2.1688237559748305,6.302436870564545
